band_id,phase,source,record,species,formula,charge,n_c,uid,temperature_K,resolution_cm,frequency_cm,intensity,intensity_unit,snr,fwhm_cm,u_c_cm,u_res_cm,source_ref,role,family,temperature_source,chi_F_cm_per_K,chi_F_source,nu_m_cm,u_296_cm,delta_T_cm,u_T_cm,u_band_cm,u_band_without_T_cm,nu_m_source
1043,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1836.3,1.0234,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1044,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1904.2,2.0468,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1045,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1917.1,2.0468,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1046,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,1933.3,5.117,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1047,matrix,PAHdb experimental 3.10 (Ar matrix),uid 282,tetracene,C18H12,0,18,282,10.0,0.9,3055.0,126.42,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-stretch,,,,,,,,,,
1048,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,534.8,4.5752,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,low / skeletal,,,,,,,,,,
1049,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,552.9,3.4314,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,low / skeletal,,,,,,,,,,
1050,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,578.9,2.2876,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,low / skeletal,,,,,,,,,,
1051,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,682.4,12.642,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1052,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,761.0,114.38,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1053,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,812.6,55.986,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1054,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,852.7,1.1438,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1055,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,861.8,9.03,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1056,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,880.1,3.4314,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1057,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,945.9,2.2876,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1058,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,1035.8,7.826,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
1059,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,1162.8,0.45752,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1060,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,1193.4,4.5752,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1061,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,1235.9,4.5752,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1062,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,1264.0,10.234,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1063,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,1270.6,2.2876,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1064,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,1302.3,2.2876,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1065,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,1429.7,18.06,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1066,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,1490.6,12.642,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1067,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,1523.2,1.1438,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch (6.2 um),,,,,,,,,,
1068,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,1601.2,6.622,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch (6.2 um),,,,,,,,,,
1069,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,1946.1,4.5752,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1070,matrix,PAHdb experimental 3.10 (Ar matrix),uid 291,chrysene,C18H12,0,18,291,10.0,0.9,3063.9,126.42,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-stretch,,,,,,,,,,
1071,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,467.8,10.836,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,low / skeletal,,,,,,,,,,
1072,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,508.5,2.3478,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,low / skeletal,,,,,,,,,,
1073,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,539.0,5.4782,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,low / skeletal,,,,,,,,,,
1074,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,565.2,2.3478,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,low / skeletal,,,,,,,,,,
1075,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,576.4,5.4782,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,low / skeletal,,,,,,,,,,
1076,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,621.0,2.3478,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,low / skeletal,,,,,,,,,,
1077,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,650.0,3.913,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1078,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,685.3,4.6956,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1079,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,737.4,3.1304,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1080,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,747.0,78.26,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1081,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,758.5,1.5652,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1082,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,782.5,5.4782,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1083,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,804.9,21.672,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1084,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,876.0,52.374,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1085,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,908.4,0.23478,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1086,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,943.9,1.5652,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1087,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,951.7,3.913,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
1088,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,985.8,1.5652,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
1089,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1010.3,2.3478,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
1090,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1040.3,3.913,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
1091,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1133.7,1.5652,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1092,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1141.9,0.7826,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1093,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1155.4,2.3478,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1094,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1173.9,2.3478,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1095,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1216.9,0.7826,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1096,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1222.9,2.3478,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1097,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1240.2,5.4782,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1098,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1276.3,6.02,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1099,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1299.5,10.234,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1100,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1326.5,1.5652,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1101,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1340.9,2.3478,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1102,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1359.1,2.3478,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1103,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1411.4,1.5652,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1104,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1432.8,1.5652,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1105,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1459.0,3.913,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1106,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1478.0,3.913,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1107,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1504.6,13.846,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch (6.2 um),,,,,,,,,,
1108,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1552.1,1.5652,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch (6.2 um),,,,,,,,,,
1109,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1607.8,0.7826,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch (6.2 um),,,,,,,,,,
1110,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1615.6,0.7826,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch (6.2 um),,,,,,,,,,
1111,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1623.6,0.7826,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CC-stretch (6.2 um),,,,,,,,,,
1112,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1678.9,4.6956,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1113,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1748.7,1.5652,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1114,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1762.1,0.7826,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1115,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1768.7,0.7826,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1116,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1808.3,3.1304,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1117,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1835.0,1.5652,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1118,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1902.8,0.7826,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1119,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1917.8,3.913,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1120,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,1944.9,5.4782,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,overtone / combination region,,,,,,,,,,
1121,matrix,PAHdb experimental 3.10 (Ar matrix),uid 280,"1,2-benz[a]anthracene",C18H12,0,18,280,10.0,0.9,3064.1,120.4,relative (PAHdb experimental),,,,0.9,10.1021/jp9834816,matrix,CH-stretch,,,,,,,,,,
1122,matrix,PAHdb experimental 3.10 (Ar matrix),uid 283,tetracene,C18H12+,1,18,283,,,929.4,3.4916,relative (PAHdb experimental),,,,,10.1021/j100022a007,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1123,matrix,PAHdb experimental 3.10 (Ar matrix),uid 283,tetracene,C18H12+,1,18,283,,,1155.8,1.3244,relative (PAHdb experimental),,,,,10.1021/j100022a007,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1124,matrix,PAHdb experimental 3.10 (Ar matrix),uid 283,tetracene,C18H12+,1,18,283,,,1178.5,102.34,relative (PAHdb experimental),,,,,10.1021/j100022a007,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1125,matrix,PAHdb experimental 3.10 (Ar matrix),uid 283,tetracene,C18H12+,1,18,283,,,1302.9,3.0702,relative (PAHdb experimental),,,,,10.1021/j100022a007,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1126,matrix,PAHdb experimental 3.10 (Ar matrix),uid 283,tetracene,C18H12+,1,18,283,,,1331.8,27.692,relative (PAHdb experimental),,,,,10.1021/j100022a007,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1127,matrix,PAHdb experimental 3.10 (Ar matrix),uid 283,tetracene,C18H12+,1,18,283,,,1349.1,90.3,relative (PAHdb experimental),,,,,10.1021/j100022a007,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1128,matrix,PAHdb experimental 3.10 (Ar matrix),uid 283,tetracene,C18H12+,1,18,283,,,1358.4,234.78,relative (PAHdb experimental),,,,,10.1021/j100022a007,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1129,matrix,PAHdb experimental 3.10 (Ar matrix),uid 283,tetracene,C18H12+,1,18,283,,,1371.2,3.4916,relative (PAHdb experimental),,,,,10.1021/j100022a007,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1130,matrix,PAHdb experimental 3.10 (Ar matrix),uid 283,tetracene,C18H12+,1,18,283,,,1402.1,40.936,relative (PAHdb experimental),,,,,10.1021/j100022a007,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1131,matrix,PAHdb experimental 3.10 (Ar matrix),uid 283,tetracene,C18H12+,1,18,283,,,1406.4,15.05,relative (PAHdb experimental),,,,,10.1021/j100022a007,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1132,matrix,PAHdb experimental 3.10 (Ar matrix),uid 283,tetracene,C18H12+,1,18,283,,,1409.6,43.946,relative (PAHdb experimental),,,,,10.1021/j100022a007,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1133,matrix,PAHdb experimental 3.10 (Ar matrix),uid 283,tetracene,C18H12+,1,18,283,,,1414.4,22.274,relative (PAHdb experimental),,,,,10.1021/j100022a007,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1134,matrix,PAHdb experimental 3.10 (Ar matrix),uid 283,tetracene,C18H12+,1,18,283,,,1422.5,5.6588,relative (PAHdb experimental),,,,,10.1021/j100022a007,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1135,matrix,PAHdb experimental 3.10 (Ar matrix),uid 283,tetracene,C18H12+,1,18,283,,,1478.3,102.34,relative (PAHdb experimental),,,,,10.1021/j100022a007,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1136,matrix,PAHdb experimental 3.10 (Ar matrix),uid 283,tetracene,C18H12+,1,18,283,,,1488.0,19.264,relative (PAHdb experimental),,,,,10.1021/j100022a007,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
1137,matrix,PAHdb experimental 3.10 (Ar matrix),uid 283,tetracene,C18H12+,1,18,283,,,1543.3,40.936,relative (PAHdb experimental),,,,,10.1021/j100022a007,matrix,CC-stretch (6.2 um),,,,,,,,,,
1138,matrix,PAHdb experimental 3.10 (Ar matrix),uid 283,tetracene,C18H12+,1,18,283,,,1604.7,3.1906,relative (PAHdb experimental),,,,,10.1021/j100022a007,matrix,CC-stretch (6.2 um),,,,,,,,,,
1139,matrix,PAHdb experimental 3.10 (Ar matrix),uid 292,chrysene,C18H12+,1,18,292,,,676.0,5.8394,relative (PAHdb experimental),,,,,10.1021/jp9609794,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1140,matrix,PAHdb experimental 3.10 (Ar matrix),uid 292,chrysene,C18H12+,1,18,292,,,834.0,22.876,relative (PAHdb experimental),,,,,10.1021/jp9609794,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1141,matrix,PAHdb experimental 3.10 (Ar matrix),uid 292,chrysene,C18H12+,1,18,292,,,879.8,19.264,relative (PAHdb experimental),,,,,10.1021/jp9609794,matrix,CH-oop (10.5-15 um; benzene nu11 at 673 included),,,,,,,,,,
1142,matrix,PAHdb experimental 3.10 (Ar matrix),uid 292,chrysene,C18H12+,1,18,292,,,1047.2,30.1,relative (PAHdb experimental),,,,,10.1021/jp9609794,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
1143,matrix,PAHdb experimental 3.10 (Ar matrix),uid 292,chrysene,C18H12+,1,18,292,,,1096.3,13.846,relative (PAHdb experimental),,,,,10.1021/jp9609794,matrix,ring / CH-ip (9-10.5 um),,,,,,,,,,
1144,matrix,PAHdb experimental 3.10 (Ar matrix),uid 292,chrysene,C18H12+,1,18,292,,,1137.2,186.62,relative (PAHdb experimental),,,,,10.1021/jp9609794,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1145,matrix,PAHdb experimental 3.10 (Ar matrix),uid 292,chrysene,C18H12+,1,18,292,,,1146.5,1.4448,relative (PAHdb experimental),,,,,10.1021/jp9609794,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1146,matrix,PAHdb experimental 3.10 (Ar matrix),uid 292,chrysene,C18H12+,1,18,292,,,1216.6,39.732,relative (PAHdb experimental),,,,,10.1021/jp9609794,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1147,matrix,PAHdb experimental 3.10 (Ar matrix),uid 292,chrysene,C18H12+,1,18,292,,,1229.6,288.96,relative (PAHdb experimental),,,,,10.1021/jp9609794,matrix,CH-ip-bend (8.6 um),,,,,,,,,,
1148,matrix,PAHdb experimental 3.10 (Ar matrix),uid 292,chrysene,C18H12+,1,18,292,,,1272.4,24.08,relative (PAHdb experimental),,,,,10.1021/jp9609794,matrix,CC-stretch/CH-ip (7.7 um),,,,,,,,,,
